row_id,filename,class,xmin,ymin,xmax,ymax,z_true
132,000038.txt,Car,895.35,158.55,1241.0,374.0,6.69
133,000038.txt,Car,817.68,176.9,1038.04,302.31,10.4
134,000038.txt,Car,749.97,177.62,940.82,262.93,14.02
135,000038.txt,Car,489.07,180.53,521.27,201.03,50.9
136,000038.txt,Car,302.47,188.9,409.18,250.55,18.66
137,000038.txt,Car,682.53,173.56,796.81,220.86,24.75
138,000038.txt,Car,659.69,174.94,745.56,209.34,31.46
139,000038.txt,Van,640.44,167.63,707.44,198.61,46.13
140,000038.txt,Car,434.34,175.49,472.4,199.91,52.04
141,000038.txt,Car,456.14,177.0,487.16,197.96,58.61
142,000038.txt,Car,412.71,177.61,437.08,195.86,59.96
143,000039.txt,Car,114.51,193.47,466.61,374.0,7.17
144,000039.txt,Car,683.15,184.41,776.5,256.99,16.67
145,000039.txt,Car,533.53,177.81,574.19,212.8,33.82
146,000039.txt,Car,653.23,180.26,702.93,220.26,29.48
147,000039.txt,Car,561.27,178.49,585.9,201.02,48.95
148,000039.txt,Car,639.85,175.24,667.59,200.41,49.29
149,000040.txt,Car,474.58,179.03,516.72,210.71,35.37
150,000040.txt,Pedestrian,691.54,168.88,700.87,198.51,42.82
151,000041.txt,Car,439.52,178.17,508.93,205.17,41.75
152,000042.txt,Car,576.34,174.48,604.86,202.67,44.49
153,000042.txt,Tram,390.32,163.01,450.87,196.74,94.91
154,000043.txt,Pedestrian,471.56,174.73,502.47,266.4,12.56
155,000043.txt,Pedestrian,441.08,170.15,473.22,268.12,12.34
156,000043.txt,Pedestrian,684.72,161.94,711.08,230.1,20.51
157,000043.txt,Pedestrian,719.54,160.0,745.42,229.67,20.3
158,000044.txt,Car,0.0,203.44,365.5,374.0,5.22
159,000044.txt,Car,378.01,183.98,507.17,276.44,13.93
160,000045.txt,Car,75.43,192.52,273.65,277.52,15.21
161,000045.txt,Tram,694.04,152.62,734.19,188.24,79.53
162,000045.txt,Car,269.01,176.97,375.72,242.36,21.96
163,000045.txt,Car,346.6,186.7,419.98,229.04,27.06
164,000045.txt,Car,387.31,178.52,455.56,221.43,31.88
165,000045.txt,Car,455.95,181.43,500.99,209.72,41.53
166,000045.txt,Car,480.03,181.4,517.92,205.67,46.7
167,000046.txt,Car,578.47,176.02,625.98,221.24,26.76
168,000046.txt,Car,597.59,168.75,634.85,207.61,35.33
169,000046.txt,Car,769.21,151.69,1087.61,374.0,7.64
170,000046.txt,Car,706.06,174.92,807.35,254.28,15.65
171,000046.txt,Car,660.18,171.93,703.11,210.02,32.3
172,000046.txt,Car,646.4,174.21,684.26,204.82,38.2
173,000047.txt,Car,572.31,171.6,624.11,218.82,26.54
174,000047.txt,Car,0.0,190.67,171.41,313.27,10.68
175,000047.txt,Car,214.99,165.2,423.55,292.98,12.25
176,000047.txt,Car,296.94,182.19,393.12,231.61,23.68
177,000047.txt,Car,428.19,180.81,498.01,226.24,25.13
178,000047.txt,Van,481.87,153.05,537.09,207.74,36.41
179,000047.txt,Car,522.27,176.55,552.71,202.38,47.7
180,000047.txt,Car,0.0,185.88,180.39,253.13,17.75
181,000047.txt,Car,193.59,181.29,294.71,229.39,25.9
182,000048.txt,Pedestrian,659.64,160.9,687.89,236.97,16.82
183,000048.txt,Pedestrian,680.59,157.38,711.83,236.18,17.03
184,000048.txt,Pedestrian,453.2,159.81,482.53,241.31,16.26
185,000048.txt,Cyclist,600.22,162.56,622.05,206.65,30.42
186,000049.txt,Car,595.5,177.15,657.31,227.34,21.55
187,000049.txt,Car,305.23,179.59,494.97,263.68,13.75
188,000049.txt,Car,410.09,176.18,514.77,228.78,21.82
189,000049.txt,Car,435.96,173.6,537.84,218.33,24.83
190,000049.txt,Car,473.64,171.53,556.16,203.86,32.49
191,000049.txt,Van,515.19,156.84,585.71,193.55,45.7
192,000049.txt,Pedestrian,984.43,188.05,1128.77,374.0,4.71
193,000049.txt,Car,823.97,189.33,1083.14,327.79,9.53
194,000049.txt,Car,753.34,185.35,885.42,263.59,14.89
195,000049.txt,Car,719.83,169.31,816.44,238.11,20.2
196,000049.txt,Pedestrian,693.57,173.32,709.9,209.83,32.55
197,000049.txt,Car,776.77,170.97,882.28,211.7,31.83
198,000049.txt,Car,0.0,178.64,252.92,280.6,12.04
199,000049.txt,Car,194.14,174.89,341.99,241.74,17.23
200,000049.txt,Car,603.49,171.71,639.3,204.36,35.67
201,000049.txt,Car,287.85,175.62,379.41,228.84,21.69
202,000049.txt,Van,881.73,155.07,1040.99,215.24,32.04
203,000049.txt,Car,0.0,170.48,111.64,240.66,17.43
204,000050.txt,Car,683.34,170.98,803.44,257.43,14.75
205,000050.txt,Car,262.97,182.23,469.76,318.0,9.79
206,000050.txt,Car,910.25,159.81,1241.0,374.0,2.39
207,000050.txt,Car,641.55,172.79,681.44,206.29,31.72
208,000050.txt,Van,683.63,153.82,724.01,183.67,65.64
209,000051.txt,Cyclist,919.02,155.73,967.93,230.96,17.38
210,000051.txt,Car,713.9,174.69,744.43,204.49,39.76
211,000052.txt,Car,710.82,180.57,802.89,243.25,19.62
212,000052.txt,Car,624.74,177.5,695.15,239.15,21.12
213,000052.txt,Car,309.83,179.79,406.67,219.91,32.97
214,000052.txt,Car,40.56,187.32,73.97,212.48,54.19
215,000052.txt,Van,383.87,166.42,639.19,310.56,12.06
216,000052.txt,Car,245.86,199.03,378.43,265.35,17.46
217,000053.txt,Van,865.23,0.0,1241.0,374.0,2.98
218,000053.txt,Car,173.62,180.91,429.48,359.85,8.15
219,000053.txt,Car,707.54,185.88,834.49,271.76,14.21
220,000053.txt,Car,444.83,180.67,519.74,231.01,20.88
221,000053.txt,Car,499.17,171.42,546.19,212.24,28.91
222,000053.txt,Car,653.39,176.6,706.53,216.76,29.57
223,000053.txt,Car,526.94,173.21,563.54,203.04,38.08
224,000054.txt,Pedestrian,768.22,141.35,840.18,316.18,7.8
225,000055.txt,Truck,569.25,125.75,642.77,214.8,34.15
226,000055.txt,Car,31.61,193.32,129.71,230.77,32.12
227,000055.txt,Car,104.42,188.01,188.34,220.56,36.62
228,000055.txt,Car,183.23,187.33,245.86,217.54,42.56
229,000055.txt,Car,227.36,189.17,281.98,211.96,47.64
230,000056.txt,Car,540.1,181.59,571.5,205.22,48.54
231,000057.txt,Car,0.0,224.48,199.8,374.0,1.74
232,000057.txt,Car,514.51,193.66,563.52,231.99,30.55
233,000057.txt,Car,572.56,176.77,591.32,196.26,76.01
234,000058.txt,Pedestrian,410.27,163.81,498.68,327.03,7.29
235,000059.txt,Car,558.06,180.83,599.17,213.45,30.01
236,000059.txt,Car,509.12,180.43,543.44,205.58,41.7
237,000059.txt,Car,969.34,195.19,1100.37,246.63,21.41
238,000059.txt,Car,1129.34,194.18,1241.0,249.48,23.51
239,000059.txt,Van,567.14,164.1,590.87,195.65,54.6
240,000060.txt,Van,519.66,162.08,545.51,194.8,66.59
241,000060.txt,Car,550.84,173.54,614.08,236.57,21.02
242,000060.txt,Car,305.57,177.91,341.6,196.33,59.83
243,000060.txt,Cyclist,789.79,178.79,805.04,211.66,36.96
244,000061.txt,Van,1054.28,105.67,1241.0,249.94,15.23
245,000061.txt,Car,0.0,212.28,41.28,328.12,10.93
246,000061.txt,Car,69.7,217.73,112.22,254.15,33.21
247,000061.txt,Car,0.0,218.4,93.89,297.9,16.63
248,000061.txt,Misc,879.45,149.53,932.13,173.41,34.42
249,000061.txt,Van,884.04,123.51,923.63,169.76,40.44
250,000062.txt,Car,409.55,177.73,520.82,250.74,19.65
251,000062.txt,Car,502.22,185.85,574.38,229.91,27.12
252,000062.txt,Car,602.85,184.1,638.97,209.35,43.31
253,000062.txt,Car,677.29,181.51,704.82,198.0,66.05
254,000062.txt,Cyclist,692.58,175.37,717.5,229.83,24.54
255,000063.txt,Car,875.15,185.26,975.98,253.98,18.74
256,000063.txt,Car,287.03,172.92,514.8,285.76,11.32
257,000063.txt,Pedestrian,411.42,172.4,454.91,296.52,10.12
258,000063.txt,Van,842.29,169.2,890.46,215.29,34.75
259,000064.txt,Car,657.65,179.93,709.86,219.92,26.82
260,000064.txt,Car,731.51,180.39,882.28,275.8,13.46
261,000064.txt,Car,715.18,175.63,762.77,203.9,39.17
262,000064.txt,Truck,816.58,59.74,1112.51,266.07,16.44
263,000065.txt,Pedestrian,602.33,172.98,626.06,220.54,25.06
264,000065.txt,Tram,301.17,131.62,451.59,213.2,34.93
265,000065.txt,Tram,444.01,132.15,516.75,207.36,36.72
266,000065.txt,Tram,505.05,128.5,738.57,201.9,39.56
267,000065.txt,Person_sitting,982.81,215.76,1140.08,373.0,5.52
268,000065.txt,Person_sitting,920.27,205.21,1000.88,352.07,6.83
269,000065.txt,Person_sitting,763.61,198.98,823.39,287.61,10.6
270,000065.txt,Person_sitting,800.11,197.33,863.04,285.9,10.59
271,000065.txt,Person_sitting,738.19,201.8,796.13,277.35,11.69
272,000066.txt,Car,671.48,168.74,710.12,206.53,31.58
273,000066.txt,Car,591.73,172.89,633.98,199.59,40.99
274,000067.txt,Car,671.83,174.3,702.61,195.46,47.66
275,000067.txt,Truck,0.0,73.11,444.03,270.73,23.13
276,000067.txt,Car,704.82,171.69,744.06,200.12,38.29
277,000067.txt,Car,427.15,179.96,600.34,281.01,12.32
278,000067.txt,Car,76.38,181.99,384.72,306.19,11.21
279,000067.txt,Car,478.81,182.19,515.67,207.52,43.4
280,000067.txt,Tram,591.57,158.36,651.13,188.67,89.8
281,000068.txt,Car,69.26,200.28,435.08,374.0,6.98
282,000068.txt,Car,0.0,209.2,198.59,374.0,6.22
283,000068.txt,Cyclist,1210.28,199.77,1241.0,374.0,3.57
284,000068.txt,Car,478.18,187.68,549.54,249.43,20.96
285,000068.txt,Car,530.03,187.79,573.1,226.09,31.5
286,000068.txt,Van,547.61,171.12,584.05,212.41,46.44
287,000068.txt,Car,667.74,182.35,790.82,230.38,25.95
288,000068.txt,Car,657.37,184.48,763.34,221.64,32.0
289,000068.txt,Car,637.45,180.34,714.44,212.34,39.79
290,000068.txt,Van,572.52,175.02,596.26,199.95,65.43
291,000068.txt,Van,380.78,167.69,523.29,288.56,14.05
292,000068.txt,Cyclist,958.95,167.55,1036.88,254.43,14.95
293,000069.txt,Car,130.0,186.92,355.47,257.87,16.53
294,000069.txt,Car,501.21,177.91,556.47,194.32,62.51
295,000070.txt,Pedestrian,531.11,146.5,631.01,350.0,6.89
296,000071.txt,Car,596.84,174.1,664.34,239.31,19.58
297,000071.txt,Tram,701.49,149.63,725.74,184.45,83.1
298,000072.txt,Car,0.0,178.54,117.72,228.38,25.33
299,000072.txt,Car,290.87,187.34,464.1,288.52,12.67
300,000072.txt,Car,590.87,174.23,629.98,213.19,32.6
301,000073.txt,Pedestrian,237.23,173.7,312.33,365.33,6.32
302,000073.txt,Pedestrian,189.46,158.23,256.19,356.44,6.54
303,000073.txt,Pedestrian,752.95,164.08,791.19,288.78,10.51
304,000073.txt,Cyclist,444.66,170.48,485.7,241.86,17.61
305,000073.txt,Cyclist,494.34,168.08,517.01,223.73,24.31
306,000073.txt,Pedestrian,546.73,177.07,560.52,214.88,29.83
307,000073.txt,Pedestrian,535.68,174.41,549.63,214.38,29.55
308,000074.txt,Pedestrian,688.53,124.64,780.2,363.93,6.19
309,000074.txt,Pedestrian,778.38,149.08,861.05,355.71,6.18
310,000074.txt,Pedestrian,935.8,155.14,1006.47,306.09,7.84
311,000075.txt,Car,0.0,137.74,159.41,374.0,1.36
312,000075.txt,Misc,52.22,248.78,401.51,374.0,6.83
313,000075.txt,Car,452.53,186.98,572.26,264.03,16.67
314,000075.txt,Car,540.75,182.52,621.76,237.57,22.81
315,000075.txt,Car,611.24,182.17,671.77,222.71,28.33
316,000075.txt,Car,804.21,165.36,846.44,190.26,53.73
317,000076.txt,Pedestrian,90.64,186.57,329.47,373.0,4.83
318,000076.txt,Pedestrian,964.98,157.64,1023.92,289.42,9.12
319,000076.txt,Pedestrian,236.84,169.82,288.56,339.57,7.41
320,000076.txt,Cyclist,413.06,169.47,489.86,291.05,10.79
321,000076.txt,Pedestrian,811.24,152.52,841.74,249.83,13.53
322,000076.txt,Pedestrian,583.85,164.01,608.02,237.87,17.75
323,000076.txt,Pedestrian,524.52,165.79,549.51,230.67,19.66
324,000076.txt,Pedestrian,560.09,165.43,577.09,224.39,22.65
325,000076.txt,Pedestrian,708.67,157.73,729.27,222.05,21.58
326,000077.txt,Car,574.29,179.23,616.86,208.22,39.62
327,000078.txt,Van,0.0,142.54,336.56,374.0,5.77
328,000078.txt,Car,222.78,166.78,454.29,308.44,10.96
329,000078.txt,Car,658.66,166.95,697.19,201.46,34.46
330,000078.txt,Car,615.97,168.04,651.65,189.21,51.25
331,000079.txt,Car,669.49,174.52,700.47,196.1,46.78
332,000079.txt,Truck,22.54,78.5,452.12,265.67,23.95
333,000079.txt,Car,701.01,171.82,742.42,201.29,36.99
334,000079.txt,Car,357.22,182.05,567.87,301.78,10.74
335,000079.txt,Car,0.0,183.03,326.6,330.77,9.82
336,000079.txt,Car,483.32,182.25,518.76,207.09,44.23
337,000079.txt,Tram,590.5,158.43,650.51,188.63,90.09
338,000080.txt,Car,457.71,176.44,528.64,229.39,23.79
339,000080.txt,Car,536.11,176.89,565.32,202.72,44.92
340,000080.txt,Car,559.75,176.02,578.82,192.14,68.42
341,000080.txt,Car,589.68,172.46,633.43,216.04,29.39
342,000081.txt,Car,563.24,175.63,581.9,191.81,76.47
343,000081.txt,Truck,593.82,162.45,621.39,192.31,75.8
344,000081.txt,Tram,0.0,70.22,363.5,303.39,15.22
345,000081.txt,Tram,281.85,129.69,447.74,225.59,30.47
346,000082.txt,Car,708.08,167.9,728.44,184.46,63.93
347,000082.txt,Truck,0.0,105.16,200.39,239.16,20.34
348,000083.txt,Car,0.0,202.73,361.84,373.0,3.15
349,000083.txt,Car,368.92,183.19,504.02,279.22,12.45
350,000083.txt,Car,587.82,169.53,643.17,220.02,24.12
351,000083.txt,Car,519.33,170.45,571.86,215.65,26.91
352,000083.txt,Van,101.79,160.13,334.71,287.06,12.43
353,000083.txt,Car,463.38,174.76,511.89,205.66,35.5
354,000084.txt,Car,459.33,179.71,505.68,227.3,27.84
355,000084.txt,Car,448.2,181.65,486.43,208.6,42.1
356,000085.txt,Van,0.0,57.67,245.43,374.0,5.45
357,000085.txt,Cyclist,678.16,164.16,705.93,243.78,17.42
358,000085.txt,Pedestrian,304.95,177.99,359.91,304.07,9.37
359,000085.txt,Car,0.0,179.86,156.79,244.69,17.05
360,000086.txt,Car,0.0,167.86,85.41,374.0,4.88
361,000086.txt,Car,0.0,198.47,233.64,362.17,7.11
362,000086.txt,Car,357.4,177.28,507.68,223.54,23.08
363,000086.txt,Car,687.56,171.57,861.8,232.21,18.97
364,000086.txt,Car,670.92,163.04,823.26,222.96,22.35
365,000086.txt,Car,418.36,175.37,519.34,208.94,33.25
366,000086.txt,Car,451.01,175.35,533.89,202.01,39.44
367,000087.txt,Car,23.14,183.9,225.74,258.36,16.52
368,000087.txt,Car,694.9,174.26,735.64,207.53,33.48
369,000087.txt,Car,797.32,169.25,844.72,185.72,64.7
370,000087.txt,Pedestrian,560.17,171.53,569.17,196.85,49.54
371,000087.txt,Car,886.07,166.52,939.02,185.61,62.79
372,000087.txt,Van,1053.43,158.28,1115.7,181.41,59.48
373,000088.txt,Car,175.86,191.58,373.02,247.37,19.19
374,000089.txt,Car,317.74,196.5,504.71,314.03,10.91
375,000089.txt,Van,744.33,0.0,1241.0,374.0,6.92
376,000089.txt,Car,657.48,176.96,720.62,224.75,24.94
377,000089.txt,Car,458.28,184.16,538.75,243.43,19.85
378,000089.txt,Car,704.25,177.37,853.41,287.79,12.49
379,000089.txt,Car,635.02,178.02,665.21,203.12,41.73
380,000090.txt,Car,5.08,199.56,126.68,269.46,18.74
381,000091.txt,Cyclist,902.74,156.63,947.4,228.32,18.2
382,000091.txt,Car,709.26,175.05,738.72,203.83,41.1
383,000092.txt,Car,654.0,176.92,688.53,201.62,47.24
384,000092.txt,Car,359.95,187.35,456.4,240.78,23.56
385,000092.txt,Car,420.42,175.29,496.16,228.83,28.17
386,000092.txt,Car,686.98,173.04,733.38,211.64,31.81
387,000092.txt,Car,692.44,163.91,724.72,207.04,36.49
388,000092.txt,Car,1182.15,149.81,1241.0,197.3,21.78
389,000093.txt,Car,0.0,187.51,326.99,374.0,7.29
390,000093.txt,Car,722.86,168.15,812.89,237.29,21.21
391,000093.txt,Car,246.99,194.92,425.43,297.77,12.2
392,000093.txt,Car,359.29,185.63,479.38,258.98,16.8
393,000093.txt,Car,550.61,176.8,587.13,202.37,43.68
394,000093.txt,Car,605.74,174.87,626.16,190.29,70.35
395,000094.txt,Car,660.56,189.93,747.57,252.98,19.16
396,000095.txt,Car,599.12,182.07,667.54,247.13,19.42
397,000095.txt,Car,774.94,172.0,963.28,270.83,13.24
398,000095.txt,Car,705.57,179.11,802.71,228.95,24.11
399,000095.txt,Car,673.38,181.32,757.07,216.77,30.76
400,000095.txt,Car,146.16,192.89,340.09,290.07,14.01
401,000095.txt,Car,452.35,183.18,509.3,222.21,31.97
402,000095.txt,Car,527.28,181.12,563.95,206.6,48.2
403,000095.txt,Car,241.74,191.35,355.4,242.41,24.07
404,000095.txt,Car,327.5,181.26,399.59,228.12,30.22
405,000095.txt,Car,581.09,180.64,609.45,196.67,68.44
406,000095.txt,Car,410.89,183.43,465.31,213.35,40.62
407,000095.txt,Car,486.69,184.25,533.31,204.92,53.34
408,000095.txt,Car,71.71,187.44,194.72,239.44,22.53
409,000095.txt,Car,87.38,185.27,204.23,220.99,32.94
410,000095.txt,Car,648.79,178.98,673.89,194.56,72.27
411,000096.txt,Car,783.79,184.68,1176.76,339.87,7.94
412,000096.txt,Car,661.39,160.21,1003.28,300.49,10.63
413,000096.txt,Van,279.93,178.16,368.23,242.44,22.64
414,000096.txt,Car,505.85,185.26,557.04,219.6,31.97
415,000096.txt,Car,639.45,187.58,879.59,275.73,13.09
416,000097.txt,Car,536.07,176.04,569.72,194.78,58.47
417,000097.txt,Car,717.03,174.45,738.76,193.71,56.31
418,000098.txt,Car,659.2,182.25,722.84,240.36,22.05
419,000098.txt,Misc,0.0,0.0,222.29,375.0,1.77
420,000098.txt,Car,207.55,189.19,361.39,280.67,14.7
421,000098.txt,Car,345.19,190.11,424.96,240.49,22.64
422,000098.txt,Misc,414.69,131.6,493.19,217.99,38.97
423,000098.txt,Car,744.38,186.34,780.79,207.95,49.41
424,000098.txt,Car,824.37,183.27,852.3,198.54,69.99
425,000099.txt,Car,0.0,192.19,334.16,374.0,5.55
426,000099.txt,Car,846.35,184.06,1241.0,374.0,6.4
427,000099.txt,Car,311.03,166.77,473.94,282.46,13.05
428,000099.txt,Car,476.22,175.94,570.51,241.53,19.85
429,000099.txt,Car,760.24,178.07,894.06,277.07,13.79
430,000099.txt,Car,749.22,179.42,821.9,244.62,19.13
431,000099.txt,Car,635.86,176.79,705.58,216.29,30.37
432,000099.txt,Van,968.2,150.98,1045.59,197.64,33.68
433,000099.txt,Van,906.67,152.6,973.7,193.83,34.91
434,000099.txt,Truck,806.52,140.24,852.48,179.7,70.39
435,000100.txt,Van,0.0,58.65,320.9,374.0,7.24
436,000100.txt,Cyclist,684.31,165.66,710.23,242.31,18.06
437,000100.txt,Pedestrian,359.32,182.26,400.32,285.85,11.35
